,cue,association,explanation,relation
11445,overwhelm,surrounded,"sometimes when i surrounded by a lot of things, they overwhelm me.",UNK
11446,overwhelm,swamp,swamp whose meaning is similar to the word overwhelm,UNK
11447,palace,beautiful,the palace has a very beautiful garden.,UNK
11448,palace,big,palaces are very big buildings.,UNK
11449,palace,castle,if you live in a palace it can sometimes be called a castle,UNK
11450,palace,england,their palace was in north englans.,UNK
11451,palace,extravagent,palaces usually have extravagant furniture and decorations,UNK
11452,palace,king,the king lived in a palace with his family,UNK
11453,palace,king,the palace was built by a long deceased king.,UNK
11454,palace,kingdom,the dignity of the kingdom resides in the palace.,UNK
11455,palace,mansion,a palace is just a large mansion that is really big.,UNK
11456,palace,money,a palace costs a lot of money.,UNK
11457,palace,public,a palace is also a large public building used for exhibitions.,UNK
11458,palace,queen,"her majesty, the queen lives in the palace.",UNK
11459,palace,queen,the queen lived with the king in their royal palace,UNK
11460,palace,residence,a palace is the residence of the monarchs.,UNK
11461,palace,rich,the palace is owned by a group of rich people.,UNK
11462,palace,royal,all the royals met at the palace.,UNK
11463,palace,royal,the royal family resides in a palace.,UNK
11464,palace,royalty,usually only royalty get to live in palaces.,UNK
11465,palace,sprawling,when i imagine a palace i imagine a sprawling garden surrounding it,UNK
11466,palace,sultan,"a sultan typically would reside in a palace, as far as i know",UNK
11467,paper,airplane,i liked to make paper airplanes when i was a child.,UNK
11468,paper,bond,i am in favor of using bond paper.,UNK
11469,paper,chase,"i like a rap song from the nineties called ""paper chase"".",UNK
11470,paper,construction,the boy used construction paper for his school project,UNK
11471,paper,cut,i use scissors to cut a piece of paper.,UNK
11472,paper,jam,the paper jam stopped the printer.,UNK
11473,paper,news,the news paper is less than five dollars and is somewhat old fashioned,UNK
11474,paper,news,you can find different news on a paper.,UNK
11475,paper,pencil,i use a pencil to write on paper.,UNK
11476,paper,plastic,paper and plastic are two options for bags.,Members-of-the-same-Category
11477,paper,poetry,poetry can be written on paper.,UNK
11478,paper,printing,paper is often printed or printing in a printer.,UNK
11479,paper,rough,the paper is handled rough.,UNK
11480,paper,slice,paper usually comes in slices.,UNK
11481,paper,tree,the paper is gotten from the tree.,UNK
11482,paper,trees,paper is made from trees.,UNK
11483,paper,write,he used the paper to write his book.,UNK
11484,paper,write,we write many things on paper.,UNK
11485,paradigm, conflict theory,they dont have conflict theory are paradigm for me,UNK
11486,paradigm,example,paradigm are example of patten,UNK
11487,paradigm,model,"a paradigms also affect the way we design, model, record, as scientists and as humans.",UNK
11488,paradigm,model,paradigm are models and example,UNK
11489,paradigm,philosophy,"a paradigm shift, a concept identified by the american physicist and philosopher thomas kuhn, is a fundamental change in the basic concepts and experimental practices of a scientific discipline.",UNK
11490,paradigm,prototype,they tested the prototype of the car. he is developing a paradigm for his invention.,UNK
11491,paradigm,science ,"a paradigm is a global organizing model or theory with great explanatory power. an immature science is preparadigmatic -- that is, it is still in its natural history phase of competing schools. slowly, a science matures and becomes paradigmatic.",UNK
11492,paradigm,symbolic interactionism,she is paradigm for symbolic interactionism,UNK
11493,paradigm,the matrix,the matrix is about a paradigm shift in reality.,UNK
11494,paragraph,book,books contain many paragraphs.,UNK
11495,paragraph,detail,paragraph is detailed and big,UNK
11496,paragraph,ink,paragraphs are written with ink filled pen.,UNK
11497,paragraph,new york times,an article in the new york times is composed can have one or more paragraphs,UNK
11498,paragraph,newspaper,newspapers have articles with paragraphs,UNK
11499,paragraph,part,this paragraph was divided into 2 parts,UNK
11500,paragraph,passage,the paragraph is a good passage,UNK
11501,paragraph,portion,the long paragraph was divided into portions,UNK
11502,paragraph,story,make it the story of paragraph,UNK
11503,paragraph,story,the paragraph is a good story,UNK
11504,paragraph,writing,writing the story in paragraph,UNK
11505,parliament,act,the parliament make acts that turn to laws,UNK
11506,parliament,checks,part of the parliament work is checks and balancing.,UNK
11507,parliament,council,the parliament council is over there.,UNK
11508,parliament,dissolve,they voted to dissolve parliament.,UNK
11509,parliament,europe,the best known parliament exists in europe.,UNK
11510,parliament,government,parliament is a branch of the government.,UNK
11511,parliament,government,parliament is a type of government in many countries.,UNK
11512,parliament,government,parliament is part of the government.,UNK
11513,parliament,government,"the parliament, or government, needed to work harder.",UNK
11514,parliament,law,the parliament passed many new laws.,UNK
11515,parliament,laws,laws for the country are usually made in parliament,UNK
11516,parliament,laws,the parliament is responsible for making laws.,UNK
11517,parliament,meeting,the meeting for the parliament is on.,UNK
11518,parliament,politics,politics are discussed in the parliament.,UNK
11519,parliament,representative,government representatives make up parliament.,UNK
11520,parliament,useless,our parliament was useless to our country.,UNK
11521,parliament,yelling,people in the parliament are known for yelling their side.,UNK
11522,partner,associate,a partner is an associate on a project.,UNK
11523,partner,associate,the man is associated to his partner,UNK
11524,partner,collaborator,my partner is thinking merge collaborators.,UNK
11525,partner,companion,both of them are companion and partner,UNK
11526,partner,crime,his partner in crime was caught immediately.,UNK
11527,partner,crime,people who work together on crimes are partners.,UNK
11528,partner,crime,"when i get into a little mischief, my partner in crime is always my best friend.",UNK
11529,partner,friend,friends are partners in friendship.,UNK
11530,partner,friend,partner in life is your friend,UNK
11531,partner,good,my partner always good person,UNK
11532,partner,help,her partner helped her out of the car.,UNK
11533,partner,important,partner is very important in my life,UNK
11534,partner,life,people who don't get married but want to stay together forever are called life partner's.,UNK
11535,partner,love,my friend love her partner very much,UNK
11536,partner,relationship,i admire the relationship between this partner,UNK
11537,partner,romantic,my romantic partner is always there for me.,UNK
11538,partner,spouse,my partner is life is also my spouse.,UNK
11539,partner,teamate,my friend partner is one of our teamate,UNK
11540,partner,wife,my main partner is my wife,UNK
11541,partnership,agreement,a partnership requires an agreement at it's core.,UNK
11542,partnership,company,my company is a partnership in my managing director,UNK
11543,partnership,connection,a partnership requires a connection between two people.,UNK
11544,partnership,cooperation,a partnership and cooperation agreements (pca) is a legally binding agreement between the eu and third countries. it is one of three special types of international agreements. by means of a partnership and cooperation agreement the eu works to support the democratic and economic development of a country.,UNK
11545,partnership,fast,fast partnership becoming very big loss in the business,UNK
11546,partnership,husband,when i have a partnership with my husband my life is more beautiful than my past,UNK
11547,partnership,relationship,"in a partnership, a couple nurtures the feelings forged in a relationship every day. if relationships are about finding the feelings, partnerships are about proving how real they are. a partnership is about emotional integrity. relationships can be fleeting; partnerships are more stable.",UNK
